metas,cod_dependencia,no_pilar,nom_del_pilar,macrometas,cod_sector,nom_sector,cod_programa,nombre_del_programa,cod_bpin,acciones_del_plan,unidad_de_medida,linea_base,ao,codigo_producto,indicador_de_p___meta,secretaria,descripcion_meta,meta,tipo_de_ponderado,meta_pdm,meta_fisica_realizada,ponderado,explicacin_avance___retraso,meta_pdm_1,meta_fisica_realizada_1,ponderado_1,explicacin_avance___retraso_1,meta_pdm_2,meta_fisica_realizada_2,ponderado_2,explicacin_avance___retraso_2,meta_pdm_3,meta_fisica_realizada_3,ponderado_3,explicacin_avance___retraso_3,cuatrenio,rp,de,sgp_educacin,sgp_salud,sgp___apsb,sgp_deporte,sgp_cultura,sgp_la,sgp_li,cofinanc,asig_espec,sgr,rec_credito,otros,total,adicin_presupuestal,traslado_presupuestal___reduccin,total_apropiacion_2024,total_apropiacion_imder,neto_registros_2024,total_obligacin_2024,saldo_rp,porcentaje_de_ejecucion_respecto_a_lo_obligado,porcentaje_de_ejecucion_respecto_los_pagos,presupuesto_a_comprometer,rp_1,de_1,sgp_educacin_1,sgp_salud_1,sgp___apsb_1,sgp_deporte_1,sgp_cultura_1,sgp_la_1,sgp_li_1,cofinanc_nacin,cofinanc_departamento,sgr_1,rec_credito_1,pgn,otros_1,apropiacion_inicial,adicin_presupuestal_1,traslado_presupuestal___reduccin_1,total_apropiacion_2025,presupuesto_que_no_entra_rp,neto_registros_2025,total_obligacin_2025,saldo_rp_1,porcentaje_de_ejecucion_respecto_a_lo_obligado_1,porcentaje_de_ejecucion_respecto_los_pagos_1,presupuesto_a_comprometer_1,rp_2,de_2,sgp_educacin_2,sgp_salud_2,sgp___apsb_2,sgp_deporte_2,sgp_cultura_2,sgp_la_2,sgp_li_2,cofinanc_1,asig_espec_1,sgr_2,rec_credito_2,otros_recursos_que_no_ingresan_al_presupuesto,otros_recursos,adicin_presupuestal_2,traslado_presupuestal___reduccin_2,total_apropiacion_2026,total_apropiacion_imder_1,neto_registros_2026,total_obligacin_2026,saldo_rp_2,porcentaje_de_ejecucion_respecto_a_lo_obligado_2,porcentaje_de_ejecucion_respecto_los_pagos_2,presupuesto_a_comprometer_2,rp_3,de_3,sgp_educacin_3,sgp_salud_3,sgp___apsb_3,sgp_deporte_3,sgp_cultura_3,sgp_la_3,sgp_li_3,cofinanc_2,asig_espec_2,sgr_3,rec_credito_3,otros_2,total_apropiacion,adicin_presupuestal_3,traslado_presupuestal___reduccin_3,total_apropiacion_2027,total_apropiacion_imder_2,neto_registros_2027,total_obligacin_2027,saldo_rp_3,porcentaje_de_ejecucion_respecto_a_lo_obligado_3,porcentaje_de_ejecucion_respecto_los_pagos_3,presupuesto_por_comprometer,total_apropiacion_1,total_apropiacion_2,total_oblicacion,r__pct_avance_ao_2024,r__pond_avance_ao1,r__pct_avance_ao_2025,r__pond_avance_ao2,r__pct_avance_ao_2026,r__pond_avance_ao3,r__pct_avance_ao_2027,r__pond_avance_ao4,r__pct_avance_cuatrenio,r__pond_avance_cuatrienio,observaciones,compromisos,observaciones_1,compromisos_1,observaciones_2,compromisos_2,observaciones_3,compromisos_3,eficiencia_2024,eficiencia_2025,eficiencia_2026,eficiencia_2027,pct_de_cumplimiento_cuatrienio,avance_fisico
140,1150,6,QUILICHAO CON INFRAESTRUCTURA SOCIAL,Ampliar y mejorar la infraestructura deportiva del municipio,43,DEPORTE Y RECREACION,4301,"Fomento a la recreación, la actividad física y el deporte para desarrollar entornos de convivencia y paz",2024196980134,Adecuación de los escenarios deportivos para el acceso y disfrute de personas con discapacidad,Numero,0,2023,4301004,430100400 - 3 Infraestructuras deportivas mantenidas,IMDER,3 Infraestructuras deportivas mantenidas,3,Acumulativo,1,NP,0,"Realizar el Mantenimiento de los escenarios deportivos a cargo del IMDER como son: Polideportivo Muncipal los Guasimos, Estadio Fabricio Cabrera, Estadio Norfalia Carabali, CIC Prados de la Samaria, Polideportivo el Porvenir, Polideportivo Corregimiento de Monodomo, Pisicina corregimiento de Mondomo",1,1,"0,01",Se espera realizar en el segundo semestre del año,1,0,"0,00",,NP,0,"0,00",,,"0,00",$0,$0,$0,$0,"$ 0,00",$0,$0,$ 30.643.544,$0,$0,$0,0.0,$0,"$ 30.643.544,00",,,16000000.0,,0.0,$0,0.0,0%,0%,"$ 15.999.999,56",,,,,,,,,,,,,,,,,,,11143201.0,$ 5.000.000,11143201.0,$ 11.143.201,,100%,100%,$ -,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0.0,$0,$0,0.0,0.0,0.0,,0.0,$0.00,,0%,0%,$0,$ 209.041.000,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0.0,$0,,,,209041000.0,,,,,0%,0%,"$ 209.041.000,00",,,"11.143.201,00",0.0,0.0,0.01,0.0033,0.0,0.0,0.0,0.0,0.0,0.0033,No se ejecuto nada,,,,,,,,0.0,0.01,0.0,0.0,0.0025,0.33
141,1110,6,QUILICHAO CON INFRAESTRUCTURA SOCIAL,6.1 Implementar el Programa de mejoramiento de vías urbanas y rurales por autogestión y otros mecanismos,24,TRANSPORTE,2402,Infraestructura red vial regional,202400000006951,Mantenimiento de vías rurales y urbanas en afirmado. PATR 119698279549,Km,125 kilometros intervenidos,2023,2402112,240211200 - 600 Kms Vía terciaria con mantenimiento,SECRETARIA DE INFRAESTRUCTURA Y EQUIPAMIENTO MUNICIPAL,600 Kms Vía terciaria con mantenimiento,600,Acumulativo,150,150,"713,920",Mantenimiento del afirmado,150,150,"0,98",,150,28,"0,00",,150,0,"0,00",,,"281.110.856,00",,,,,,,,$ 1.139.778.686,,,,,,"$ 1.420.889.542,00",,,1420889542.0,,1007127271.0,$ 1.007.127.271,0.0,71%,100%,"$ 413.762.270,56",,,,,,,,,,,,,,,,,,,1705467315.0,-$ 1.599.903.000,1653875774.0,$ 1.383.019.703,,97%,84%,$ 51.591.541,$0,$0,$0,$0,$0,$0,$0,$0,"$1,250,000,000",$0,$0,$0,0.0,$0,$0,0.0,0.0,1250000000.0,,645586000.0,"$72,306,713.28",,52%,11%,"$604,414,000",$ 1.200.000.000,,,,,,,,$ 3.679.110.458,,,,0.0,,,,,4879110458.0,,,,,0%,0%,"$ 4.879.110.458,00",,,"2.390.146.973,74",0.01,0.0025,0.01,0.0025,0.0019,0.0005,0.0,0.0,0.0,0.0055000000000000005,,,"Meta cumplida a 31 de diciembre , queda pendiente los registros de dos adicionales y demas obligaciones en cuentas por pagar y/o en reservas",,,,,,0.01,0.01,0.001867,0.0,0.005467,0.55
142,1110,6,QUILICHAO CON INFRAESTRUCTURA SOCIAL,6.1 Implementar el Programa de mejoramiento de vías urbanas y rurales por autogestión y otros mecanismos,24,TRANSPORTE,2402,Infraestructura red vial regional,202400000006963,Reparcheo o bacheo en vías urbanas y rurales pavimentadas,Km,1 kilómtro intervenido,2022,2402115,240211500 - 8 kms Vía urbana con mantenimiento,SECRETARIA DE INFRAESTRUCTURA Y EQUIPAMIENTO MUNICIPAL,8 kms Vía urbana con mantenimiento,8,Acumulativo,2,1,"25,240",Cambio de carpeta asfáltica,2,3,"1,47",,2.5,0,"0,00",,2,0,"0,00",,,"160.137.234,00",,,,,,,$ 951.829.431,$ 1.001.448.135,,,,,,"$ 2.113.414.800,00",,,1973277566.0,,35606000.0,$ 35.606.000,0.0,2%,100%,"$ 1.937.671.566,00",,,,,,,,,,,,,,,,,,,2568895727.0,-$ 2.223.520.417,2473454617.0,$ 1.202.871.721,,96%,49%,$ 95.441.111,$0,$0,$0,$0,$0,$0,$0,$0,"$900,000,000",$0,$0,$0,0.0,$0,$0,0.0,0.0,900000000.0,,0.0,$0.00,,0%,0%,"$900,000,000",$ 2.100.000.000,,,,,,,,,,,,0.0,,,,,2100000000.0,,,,,0%,0%,"$ 2.100.000.000,00",,,"1.238.477.721,00",0.0067,0.0013,0.013999999999999999,0.0034999999999999996,0.0,0.0,0.0,0.0,0.0,0.0048,,,Meta cumplida a 31 de diciembre queda pendiente las obligaciones en cuentas por pagar y/o en reservas,,,,,,0.0067,0.01,0.0,0.0,0.004175,0.48
143,1110,6,QUILICHAO CON INFRAESTRUCTURA SOCIAL,6.1 Implementar el Programa de mejoramiento de vías urbanas y rurales por autogestión y otros mecanismos,24,TRANSPORTE,2402,Infraestructura red vial regional,202400000006976,Pavimentación de vías urbanas y rurales. PATR 119698279574,Km,"0,52 kilómetros intervenidos",2023,2402114,240211400 - 5 kms Vía urbana mejorada,SECRETARIA DE INFRAESTRUCTURA Y EQUIPAMIENTO MUNICIPAL,5 kms Vía urbana mejorada,5,Acumulativo,1,1,0,Pavimentación de vías,1,0,"0,52",,NP,NP,"0,00",,2.5,0,"0,00",,,,,,,,,,,$ 363.968.034,,,,,,"$ 363.968.034,00",,,90137314.0,,0.0,$0,0.0,0%,0%,"$ 90.137.314,44",,,,,,,,,,,,,,,,,,,1108924026.0,-$ 817.848.052,875611521.0,$ 352.285.764,,79%,40%,$ 233.312.505,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0.0,$0,$0,0.0,0.0,0.0,,0.0,$0.00,,0%,0%,$0,,,,,,,,,$ 1.200.000.000,,,,0.0,,,,,1200000000.0,,,,,0%,0%,"$ 1.200.000.000,00",,,"352.285.764,00",0.02,0.002,0.0027,0.0003,,,0.0,0.0,0.0,0.0023,,,Existe un contrato en ejecucion y los pavimentos de autogestion estan en proceso de contratacion.,,,,,,0.01,0.0027,,0.0,0.004233,0.23
144,1110,6,QUILICHAO CON INFRAESTRUCTURA SOCIAL,6.1 Implementar el Programa de mejoramiento de vías urbanas y rurales por autogestión y otros mecanismos,24,TRANSPORTE,2402,Infraestructura red vial regional,202500000033832,Gestión para la construcción de puentes en cabecera urbana y zona rural. PATR 119698279576,Número,1 Puente,2021,2402119,240211900 - 2 Puentes construidos en vía urbana existente,SECRETARIA DE INFRAESTRUCTURA Y EQUIPAMIENTO MUNICIPAL,2 Puentes construidos en vía urbana existente,2,No acumulativo,2,1,0,construcción del puente vehicular calle 10 con carrera 8,NP,NP,"0,00",,NP,NP,"0,00",,NP,0,"0,00",,,"100.000.000,00",,,,,,,,$ 200.000.000,,,,,,"$ 300.000.000,00",,,200000000.0,,0.0,$0,0.0,0%,0%,"$ 200.000.000,00",,,,,,,,,,,,,,,,,,,200000000.0,-$ 200.000.000,175380772.0,$ -,,88%,0%,$ 24.619.228,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0.0,$0,$0,0.0,0.0,0.0,,0.0,$0.00,,0%,0%,$0,,,,,,,,,,,,,0.0,,0.0,,,0.0,,,,,0%,0%,"$ 0,00",,,"0,00",0.005,0.005,,,,,0.0,0.0,0.0,0.0,,,El contrato adjudicado y dar por inicio,,,,,,0.005,,,0.0,0.0025,0.0
145,1110,6,QUILICHAO CON INFRAESTRUCTURA SOCIAL,6.1 Implementar el Programa de mejoramiento de vías urbanas y rurales por autogestión y otros mecanismos,24,TRANSPORTE,2402,Infraestructura red vial regional,,Ampliar el parque automotor y de maquinaria amarilla para el mantenimiento y mejoramiento de vías,Número,0,,2402125,240212500 - 4 Maquinarias y equipos adquiridos,SECRETARIA DE INFRAESTRUCTURA Y EQUIPAMIENTO MUNICIPAL,4 Maquinarias y equipos adquiridos,4,No acumulativo,4,4,0,"Adquisición de una motoniveladora, dos volquetas y un camión",NP,NP,"0,00",SE EJECUTO EL AÑO 2024,NP,NP,"0,00",,NP,0,"0,00",,,,,,,,,,,,,,,,,"$ 2.500.000.000,00",,,0.0,,0.0,$0,0.0,0%,0%,"$ 0,00",,,,,,,,,,,,,,,,,,,,,0.0,$ -,,#¡DIV/0!,#¡DIV/0!,$ -,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0.0,$0,$0,0.0,0.0,0.0,,0.0,$0.00,,0%,0%,$0,,,,,,,,,,,,,0.0,,0.0,,,0.0,,,,,0%,0%,"$ 0,00",,,"0,00",0.01,0.01,,,,,0.0,0.0,0.0,0.0,Esta accion es un lisening,,SE EJECUTO EL 2024 SACAR,"se compraron 3 maquinas con credito / lising, los recursos no se asignan por pago directo al conseccionario, averiguar con hacienda fuente para pago, y como reportar el dinero.",,,,,0.01,,,0.0,0.005,0.0
146,1110,6,QUILICHAO CON INFRAESTRUCTURA SOCIAL,6.6. Ampliar y mejorar la infraestructura de energía del municipio.,21,MINAS Y ENERGIA,2102,Consolidación productiva del sector de energía eléctrica,202400000007106,Ampliar redes de energía eléctrica en la zona rural. PATR 119698279580,Número,0,,2102045,210204500 - 100 Viviendas conectadas a la red del sistema de distribución local de energía eléctrica,SECRETARIA DE INFRAESTRUCTURA Y EQUIPAMIENTO MUNICIPAL,100 Viviendas conectadas a la red del sistema de distribución local de energía eléctrica,100,Acumulativo,10,NP,0,25 viviendas conectadas a la red de energía eléctrica,10,20,"0,03",,40,0,"0,00",,40,0,"0,00",,,,,,,,,,,$ 470.000.000,,,,,,"$ 470.000.000,00",,,0.0,,0.0,$0,0.0,0%,0%,"$ 0,00",,,,,,,,,,,,,,,,,,,45500000.0,$ 19.000.000,45500000.0,$ 45.494.866,5.13,100%,100%,$ -,"$110,000,000",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0.0,$0,$0,0.0,0.0,110000000.0,,0.0,$0.00,,0%,0%,"$110,000,000",,,,,,,,,$ 530.000.000,,,,0.0,,,,,530000000.0,,,,,0%,0%,"$ 530.000.000,00",,,"45.494.866,00",0.0,0.0,0.02,0.002,0.0,0.0,0.0,0.0,0.0,0.002,DESPROGRAMAR,,"Meta cumplida con 64 viviendas beneficiadas, de las veredas La Concepcion, Santa Maria, QuitaPereza, El Aguila, se llega acuerdo con la CEO para la instalacion de los materiales","Se realizo compra de transfomadores, postes y material metalmecanico esto para la adecuacion de redes electricas",,,,,0.0,0.01,0.0,0.0,0.0025,0.2
147,1110,6,QUILICHAO CON INFRAESTRUCTURA SOCIAL,6.6. Ampliar y mejorar la infraestructura de energía del municipio.,21,MINAS Y ENERGIA,2102,Consolidación productiva del sector de energía eléctrica,202400000005251,"Realizar mantenimiento y mejoramiento del alumbrado público en la cabecera urbana, en centros poblados y en zonas rurales dispersas",Número,1700 luminarias intervenidas,2023,2102069,210206900 - 7000 Luminarias de alumbrado pública intervenidas,SECRETARIA DE INFRAESTRUCTURA Y EQUIPAMIENTO MUNICIPAL,7000 Luminarias de alumbrado pública intervenidas,7000,Acumulativo,"1,750",1750,"287,681",Mantenimiento y/o instalación de 1750 luminarias,1750,2244,"0,28",,175,103,"0,00",,1750,0,"0,00",,,"110.000.000,00",,,,,,,,$ 370.000.000,,,,,,"$ 480.000.000,00",,,410000000.0,,405831934.0,$ 405.831.934,0.0,99%,100%,"$ 4.168.066,00",,,,,,,,,,,,,,,,,,,2534732643.0,$ 8.328.987.841,464500000.0,$ 464.499.927,73.0,18%,100%,$ 2.070.232.643,"$14,004,722,694",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0.0,$0,$0,2070232643.0,0.0,16074955337.4,,0.0,$0.00,,0%,0%,"$16,074,955,337",$ 260.000.000,,,,,,,,$ 260.000.000,,,,0.0,,,,,520000000.0,,,,,0%,0%,"$ 520.000.000,00",,,"870.331.861,25",0.01,0.0025,0.0128,0.0032,0.0059,0.0001,0.0,0.0,0.0,0.0058,,,,,,,,,0.01,0.01,0.005886,0.0,0.006470999999999999,0.58
149,1080,1,"QUILICHAO ORDENADO, PLANIFICADO Y DE GORBIERNO ABIERTO",FORMULAR E IMPLEMENTAR EL PLAN INTEGRAL DE MOVILIDAD,24,TRANSPORTE,2402,INFRAESTRUCTURA RED VIAL REGIONAL,202400000007525,"Levantar un diagnóstico de aspectos positivos y negativos en la movilidad en la cabecera urbana y en la zona rural del municipio, así como en relación con la región Norte de Cauca, con participación ciudadana",Numero,ND,2023,2402138,240213800 - 4 Documentos de estudios técnicos realizados,SECRETARIA DE MOVILIDAD,4 DOCUMENTOS DE ESTUDIOS TECNICOS REALIZADOS,4,Acumulativo,1,1,0,,1,2,"0,04","Esta actividad no se ha realizado, debido a que no se ha iniciado el proceso de contratación //// 2do informe, se encuentra en realización de estudios previos, en espera de propuestas para estudio de mercado. 3 informe, Esta actividad se encuentra aún en estudio de mercado. 4 informe, Esta actividad se encuentra aún en estudio de mercado. 5 informe, esta actividad aun se encuentra en estudio de mercado. 6 esta actividad aun se encuentra en estudio de mercado. 7 Esta actividad se encuentra en proceso de subir a secop e iniciar ejecución. 8 Esta actividad se encuentra en proceso de subir a secop e iniciar ejecución. 8 Esta actividad se encuentra lista para dar inicio, se espera a que el proveedor envíe la documentación necesaria para continuar con el proceso contractual y generar el registro presupuestal. Meta cumplida, pero se ejecutará en la vigencia del 2026 por limites de tiempo.",2,0,"0,00",,1,0,"0,00",,,,$ 91.000.000,,,,,,,,,,,,,"$ 91.000.000,00",,,91000000.0,,0.0,$0,0.0,0%,0%,"$ 91.000.000,00",,,,,,,,,,,,,,,,,,,60000000.0,-$ 60.000.000,60000000.0,$ -,,100%,0%,$ -,"$45,000,000",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0.0,$0,$0,20000000.0,0.0,65000000.0,,0.0,$0.00,,0%,0%,"$65,000,000",,$ 37.000.000,,,,,,,,,,,0.0,,,,,37000000.0,,,,,0%,0%,"$ 37.000.000,00",,,"0,00",0.01,0.0025,0.02,0.005,0.0,0.0,0.0,0.0,0.0,0.0075,El ministerio está realizando el plan local de seguridad vial por esta razón no se utilizaron los recursos.,,Al final de diciembre quedará el recurso en cuentas por pagar para la vigencia del 2026,,,,,,0.01,0.01,0.0,0.0,0.005,0.75
150,1080,1,"QUILICHAO ORDENADO, PLANIFICADO Y DE GORBIERNO ABIERTO",FORMULAR E IMPLEMENTAR EL PLAN INTEGRAL DE MOVILIDAD,45,GOBIERNO TERRITORIAL,4599,FORTALECIMIENTO A LA GESTIÓN Y DIRECCIÓN DE LA ADMINISTRACIÓN PÚBLICA TERRITORIAL,202400000007429,"Articular acciones con las Secretarías de Planeación, de Infraestructura y de Educación para la implementación del PIM",Numero,ND,2023,4599019,459901900 - 1 Documento de planeación realizado,SECRETARIA DE MOVILIDAD,1 DOCUMENTO DE PLANEACIÓN REALIZADO,1,No acumulativo,NP,NP,0,,1,1,"0,06","Esta actividad no se ha realizado, debido a que no se ha iniciado el proceso de contratación /// 2do seguimiento, se encuentra en elaboracion de estudios previos, tiene proyecto viabilizado, esta en etapa precontractual. 3 informe, esta actividad se encuentra en la formulación del Análisis del Sector, se solicitó un ajuste con tramite presupuestal a banco de proyectos, el cual se encuentra en revisión. 4 informe, esta actividad se encuentra en proceso de elaboración de estudios previos. 5 informe, el proceso se enceuntra en revisión por parte del área jurídica de estudios previos y análisis del sector. 6 5 informe, el proceso se enceuntra en revisión por parte del área jurídica de estudios previos y análisis del sector. 7 Esta actividad se encuentra en evaluación de la consultoría en el área de juridica. 8 Esta actividad se encuentra en ejeución",NP,NP,"0,00",,NP,0,"0,00",,,"0,00",$ 120.000.000,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0.0,,"$ 120.000.000,00",,,120000000.0,,0.0,$0,0.0,0%,0%,"$ 120.000.000,09",,,,,,,,,,,,,,,,,,,415750000.0,-$ 415.750.000,107667000.0,$ 37.812.600,,26%,35%,$ 308.083.000,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0.0,$0,$0,0.0,0.0,0.0,,0.0,$0.00,,0%,0%,$0,$0,$ 12.000.000,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0.0,,,,,12000000.0,,,,,0%,0%,"$ 12.000.000,00",,,"37.812.600,00",,,0.01,0.01,,,0.0,0.0,0.0,0.01,"No se viabilizo el proyecto 
 Nota: desprogramar meta",,Al final de diciembre quedará el recurso en cuentas por pagar para la vigencia del 2026,,,,,,,0.01,,0.0,0.005,1.0
151,1080,1,"QUILICHAO ORDENADO, PLANIFICADO Y DE GORBIERNO ABIERTO",FORMULAR E IMPLEMENTAR EL PLAN INTEGRAL DE MOVILIDAD,24,TRANSPORTE,2409,SEGURIDAD DE TRANSPORTE,202400000007479,Prever mecanismos para implementar programas transitorios de movilidad diferenciada para atender en el corto plazo focos de problemas de seguridad vial y movilidad,Numero,ND,2023,2409025,240902500 - 3 Documentos normativos elaborados,SECRETARIA DE MOVILIDAD,3 DOCUMENTOS NORMATIVOS ELABORADOS,3,Acumulativo,NP,NP,0,,1,2,"0,03","Esta actividad no se ha realizado, debido a que no se ha iniciado el proceso de contratación//// 2do, pendiente socializacion del alclade con los alcaldes de los otros municipios para determinar zona diferencial y los recursos de los estudios para realizar los acuerdos municipales. 3ro, Se ecnuentra en definición por el alcalde municipal. 4 informe, Se ecnuentra en definición por el alcalde municipal. 5 informe, se encuentra en realización de estudios previos y análisis del sector. 6 5 informe, se encuentra en realización de estudios previos y análisis del sector. 7 Esta actividad se encuentra en proceso de subir a secop en juridica y dar inicio al contrato. 8 Esta actividad se encuentra en proceso de subir a secop en juridica y dar inicio al contrato.",NP,NP,"0,00",,1,0,"0,00",,,"0,00",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0.0,,$ -,,,0.0,,0.0,$0,0.0,0%,0%,"$ 0,00",,,,,,,,,,,,,,,,,,,55000000.0,-$ 55.000.000,55000000.0,$ 55.000.000,,100%,100%,$ -,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0.0,$0,$0,0.0,0.0,0.0,,0.0,$0.00,,0%,0%,$0,$0,$0,$0,$0,$0,$0,$0,$0,$ 7.000.000,$0,$0,$0,0.0,,,,,7000000.0,,,,,0%,0%,"$ 7.000.000,00",,,"55.000.000,00",,,0.02,0.0067,,,0.0,0.0,0.0,0.0067,,,META CUMPLIDA,,,,,,,0.01,,0.0,0.005,0.67
152,1080,1,"QUILICHAO ORDENADO, PLANIFICADO Y DE GORBIERNO ABIERTO",FORMULAR E IMPLEMENTAR EL PLAN INTEGRAL DE MOVILIDAD,24,TRANSPORTE,2409,SEGURIDAD DE TRANSPORTE,202400000007471,"Implementar las zonas de parqueo temporal pago (zonas azules) identificadas en estudios previos, incluyendo la formalización de los mecanismos de recaudo",Numero,ND,2023,2409062,240906200 - 120 Celdas de estacionamiento regulado disponibles,SECRETARIA DE MOVILIDAD,120 CELDAS DE ESTACIONAMIENTO REGULADO DISPONIBLES,120,Acumulativo,NP,NP,0,,60,0,"0,00","Esta actividad no se ha realizado, debido a que no se ha iniciado el proceso de contratación/// 2do seguimineto se encientra en etapa precontractual, tiene proyecto viablizado. 3ro, Está a la espera de definición por el alcalde municipal. 4 informe, Está a la espera de definición por el alcalde municipal. 5 informe, Está a la espera de definición por el alcalde municipal. 6 informe, Está a la espera de definición por el alcalde municipal. 7 informe, Está a la espera de definición por el alcalde municipal. 8 Está a la espera de definición por el alcalde municipal.",NP,NP,"0,00",,NP,0,"0,00",,,"0,00",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0.0,,$ -,,,0.0,,0.0,$0,0.0,0%,0%,"$ 0,00",,,,,,,,,,,,,,,,,,,50000000.0,-$ 50.000.000,0.0,$ -,,0%,#¡DIV/0!,$ 50.000.000,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0.0,$0,$0,0.0,0.0,0.0,,0.0,$0.00,,0%,0%,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0.0,,0.0,,,0.0,,,,,0%,0%,"$ 0,00",,,"0,00",,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,No se pudo realizar la contratación de esta actividad debido a que no hubo oferentes. META NO CUMPLIDA,,,,,,,0.0,,0.0,0.0,0.0
153,1080,1,"QUILICHAO ORDENADO, PLANIFICADO Y DE GORBIERNO ABIERTO",FORMULAR E IMPLEMENTAR EL PLAN INTEGRAL DE MOVILIDAD,24,TRANSPORTE,2409,SEGURIDAD DE TRANSPORTE,202400000007498,Contratar los servicios y suministros necesarios para llevar a cabo y optimizar la operación de la Secretaría de Movilidad,Personas,1000,2023,2409023,240902300 - 1000 personas sensibilizadas,SECRETARIA DE MOVILIDAD,1000 PERSONAS SENSIBILIZADAS,1000,Acumulativo,250,250,"149,150",,250,250,"0,29","Se han realizado capacitaciones, sensibilización y orientación en establecimientos educativos y empresas por parte del personal encargado del área.",250,1600,"0,00",,250,0,"0,00",,,"0,00",$ 429.578.750,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0.0,,"$ 429.578.750,00",,,429578750.0,,210406058.0,$ 205.650.406,,49%,98%,"$ 219.172.692,00",,,,,,,,,,,,,,,,,,,564206259.0,-$ 555.812.518,481899300.0,$ 471.873.445,,85%,98%,$ 82.306.959,"$370,400,000",$0,$0,$0,$0,$0,$0,"$24,000,000",$0,$0,$0,$0,0.0,$0,$0,520214790.0,0.0,914614790.12,,0.0,$0.00,,0%,0%,"$914,614,790",$0,$ 1.385.009.250,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0.0,,,,,1385009250.0,,,,,0%,0%,"$ 1.385.009.250,00",,,"677.523.851,04",0.01,0.0025,0.01,0.0025,0.064,0.016,0.0,0.0,0.0,0.021,,,Quedan pendientes dos actividades por pagar que son DIA SIN CARRO y COMBUSTIBLE que se pagara en la vigencia del 2026,,,,,,0.01,0.01,0.01,0.0,0.0075,1.0
154,1080,1,"QUILICHAO ORDENADO, PLANIFICADO Y DE GORBIERNO ABIERTO",FORMULAR E IMPLEMENTAR EL PLAN INTEGRAL DE MOVILIDAD,24,TRANSPORTE,2409,SEGURIDAD DE TRANSPORTE,202400000007493,"Mantenimiento de infraestructura de seguridad vial (semáforos, señalización horizontal y reductores de velocidad).",Metros lineales,250,2023,2409013,240901300 - 5000 Metros lineales de vías con infraestructura instalada,SECRETARIA DE MOVILIDAD,5000 METROS LINEALES DE VIAS CON INFRAESTRUCTURA INSTALADA,5000,Acumulativo,"1,250",1000,"95,287",,1250,250,"0,18",Esta actividad se encuentra en ejecución con los contratos de OPS y Minima Cuantía.,2250,87.22,"0,00",,1250,0,"0,00",,,"300.000.000,00",$ 134.421.250,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0.0,,"$ 434.421.250,00",,,434421250.0,,134421250.0,$ 134.421.250,0.0,31%,100%,"$ 300.000.000,00",,,,,,,,,,,,,,,,,,,322948271.0,-$ 322.948.271,311325616.0,$ 270.047.200,,96%,87%,$ 11.622.655,"$300,450,000",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0.0,$0,$0,29741250.0,0.0,330191250.0,,144741250.0,"$65,611,250.00",,44%,45%,"$185,450,000",$0,$ 118.000.000,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0.0,,,,,118000000.0,,,,,0%,0%,"$ 118.000.000,00",,,"404.468.450,00",0.008,0.002,0.002,0.0005,0.0004,0.0002,0.0,0.0,0.0,0.0027,,,Hay una actividad que a la fecha se encuentra en proceso contractual en la plataforma de Secop ii,,,,,,0.008,0.002,0.000388,0.0,0.002597,0.27
